region_league_id,region,league_name,url
DR_CONGO_LIGUE_1___ROUND_11,DR CONGO,LIGUE 1 - ROUND 11,https://www.flashscore.com/football/
CHAD_PREMIERE_DIVISION___LPFN___ROUND_7,CHAD,PREMIERE DIVISION - LPFN - ROUND 7,https://www.flashscore.com/football/
POLAND_EKSTRAKLASA___ROUND_3,POLAND,EKSTRAKLASA - ROUND 3,https://www.flashscore.com/football/
ECUADOR_LIGA_PRO___CHAMPIONSHIP_GROUP___ROUND_9,ECUADOR,LIGA PRO - CHAMPIONSHIP GROUP - ROUND 9,https://www.flashscore.com/football/
JAMAICA_PREMIER_LEAGUE___ROUND_12,JAMAICA,PREMIER LEAGUE - ROUND 12,https://www.flashscore.com/football/
UKRAINE_PERSHA_LIGA___ROUND_13,UKRAINE,PERSHA LIGA - ROUND 13,https://www.flashscore.com/football/
KENYA_PREMIER_LEAGUE___ROUND_14,KENYA,PREMIER LEAGUE - ROUND 14,https://www.flashscore.com/football/
INDIA_SANTOSH_TROPHY,INDIA,SANTOSH TROPHY,https://www.flashscore.com/football/
ICELAND_REYKJAVIK_CUP___ROUND_1,ICELAND,REYKJAVIK CUP - ROUND 1,https://www.flashscore.com/football/
BANGLADESH_FEDERATION_CUP,BANGLADESH,FEDERATION CUP,https://www.flashscore.com/football/
ITALY_PRIMAVERA_1___ROUND_16,ITALY,PRIMAVERA 1 - ROUND 16,https://www.flashscore.com/football/
UGANDA_PREMIER_LEAGUE___ROUND_11,UGANDA,PREMIER LEAGUE - ROUND 11,https://www.flashscore.com/football/
WORLD_FRIENDLY_INTERNATIONAL,WORLD,FRIENDLY INTERNATIONAL,https://www.flashscore.com/football/
GAMBIA_GFA_LEAGUE___ROUND_1,GAMBIA,GFA LEAGUE - ROUND 1,https://www.flashscore.com/football/
SIERRA_LEONE_PREMIER_LEAGUE___ROUND_7,SIERRA LEONE,PREMIER LEAGUE - ROUND 7,https://www.flashscore.com/football/
BELGIUM_CHALLENGER_PRO_LEAGUE___ROUND_18,BELGIUM,CHALLENGER PRO LEAGUE - ROUND 18,https://www.flashscore.com/football/
SWITZERLAND_SUPER_LEAGUE___ROUND_18,SWITZERLAND,SUPER LEAGUE - ROUND 18,https://www.flashscore.com/football/
WALES_CYMRU_NORTH___ROUND_16,WALES,CYMRU NORTH - ROUND 16,https://www.flashscore.com/football/
WALES_CYMRU_PREMIER___ROUND_17,WALES,CYMRU PREMIER - ROUND 17,https://www.flashscore.com/football/
AUSTRALIA_A_LEAGUE_WOMEN___ROUND_4,AUSTRALIA,A-LEAGUE WOMEN - ROUND 4,https://www.flashscore.com/football/
ANDORRA_PRIMERA_DIVISIÓ___ROUND_4,ANDORRA,PRIMERA DIVISIÓ - ROUND 4,
ASIA_ASEAN_CLUB_CHAMPIONSHIP,ASIA,ASEAN CLUB CHAMPIONSHIP,https://www.flashscore.com/football/
DR_CONGO_LIGUE_1___ROUND_13,DR CONGO,LIGUE 1 - ROUND 13,https://www.flashscore.com/football/
TURKEY_TURKISH_CUP___ROUND_1,TURKEY,TURKISH CUP - ROUND 1,https://www.flashscore.com/football/
GREECE_SUPER_LEAGUE_2___ROUND_9,GREECE,SUPER LEAGUE 2 - ROUND 9,
KUWAIT_PREMIER_LEAGUE___ROUND_9,KUWAIT,PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/football/
LIBYA_PREMIER_LEAGUE,LIBYA,PREMIER LEAGUE,https://www.flashscore.com/football/
MALAYSIA_SUPER_LEAGUE___ROUND_11,MALAYSIA,SUPER LEAGUE - ROUND 11,https://www.flashscore.com/football/
ZAMBIA_SUPER_LEAGUE___ROUND_9,ZAMBIA,SUPER LEAGUE - ROUND 9,
GREECE_GREEK_CUP___ROUND_5,GREECE,GREEK CUP - ROUND 5,https://www.flashscore.com/football/
BOSNIA_AND_HERZEGOVINA_WWIN_LIGA_BIH___ROUND_15,BOSNIA AND HERZEGOVINA,WWIN LIGA BIH - ROUND 15,https://www.flashscore.com/football/
SERBIA_MOZZART_BET_SUPER_LIGA___ROUND_15,SERBIA,MOZZART BET SUPER LIGA - ROUND 15,
DR_CONGO_LIGUE_1___ROUND_7,DR CONGO,LIGUE 1 - ROUND 7,https://www.flashscore.com/football/
MALI_PREMIERE_DIVISION___ROUND_2,MALI,PREMIERE DIVISION - ROUND 2,https://www.flashscore.com/football/
DOMINICAN_REPUBLIC_LDF___ROUND_18,DOMINICAN REPUBLIC,LDF - ROUND 18,https://www.flashscore.com/football/
WALES_CYMRU_SOUTH___ROUND_11,WALES,CYMRU SOUTH - ROUND 11,https://www.flashscore.com/football/
EUROPE_CHAMPIONS_LEAGUE_WOMEN___LEAGUE_PHASE___ROUND_6,EUROPE,CHAMPIONS LEAGUE WOMEN - LEAGUE PHASE - ROUND 6,https://www.flashscore.com/football/
JAMAICA_PREMIER_LEAGUE___ROUND_3,JAMAICA,PREMIER LEAGUE - ROUND 3,https://www.flashscore.com/football/
SCOTLAND_PREMIERSHIP___ROUND_11,SCOTLAND,PREMIERSHIP - ROUND 11,https://www.flashscore.com/football/
ZAMBIA_SUPER_LEAGUE___ROUND_16,ZAMBIA,SUPER LEAGUE - ROUND 16,https://www.flashscore.com/football/
HONDURAS_LIGA_NACIONAL___APERTURA___TRIANGULARES___ROUND_3,HONDURAS,LIGA NACIONAL - APERTURA - TRIANGULARES - ROUND 3,https://www.flashscore.com/football/
VIETNAM_V.LEAGUE_1___ROUND_4,VIETNAM,V.LEAGUE 1 - ROUND 4,https://www.flashscore.com/football/
OMAN_PROFESSIONAL_LEAGUE___ROUND_8,OMAN,PROFESSIONAL LEAGUE - ROUND 8,https://www.flashscore.com/football/
TURKMENISTAN_YOKARY_LIGA___ROUND_28,TURKMENISTAN,YOKARY LIGA - ROUND 28,https://www.flashscore.com/football/
SEYCHELLES_PREMIER_LEAGUE___ROUND_8,SEYCHELLES,PREMIER LEAGUE - ROUND 8,https://www.flashscore.com/football/
EGYPT_LEAGUE_CUP___ROUND_2,EGYPT,LEAGUE CUP - ROUND 2,https://www.flashscore.com/football/
NIGERIA_NPFL___ROUND_5,NIGERIA,NPFL - ROUND 5,https://www.flashscore.com/football/
AZERBAIJAN_PREMIER_LEAGUE___ROUND_1,AZERBAIJAN,PREMIER LEAGUE - ROUND 1,https://www.flashscore.com/football/
SYRIA_PREMIER_LEAGUE___ROUND_1,SYRIA,PREMIER LEAGUE - ROUND 1,https://www.flashscore.com/football/
ALGERIA_LIGUE_1___ROUND_13,ALGERIA,LIGUE 1 - ROUND 13,https://www.flashscore.com/football/
MALTA_PREMIER_LEAGUE___FIRST_STAGE___PLAY_OUT___ROUND_14,MALTA,PREMIER LEAGUE - FIRST STAGE - PLAY OUT - ROUND 14,https://www.flashscore.com/football/
EUROPE_CONFERENCE_LEAGUE___LEAGUE_PHASE___ROUND_6,EUROPE,CONFERENCE LEAGUE - LEAGUE PHASE - ROUND 6,https://www.flashscore.com/football/
ENGLAND_LEAGUE_ONE___ROUND_21,ENGLAND,LEAGUE ONE - ROUND 21,https://www.flashscore.com/football/
MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_12,MARTINIQUE,TROPHEE GERARD JANVION - ROUND 12,https://www.flashscore.com/football/
AUSTRALIA_A_LEAGUE_WOMEN___ROUND_8,AUSTRALIA,A-LEAGUE WOMEN - ROUND 8,https://www.flashscore.com/football/
AUSTRALIA_A_LEAGUE___ROUND_9,AUSTRALIA,A-LEAGUE - ROUND 9,https://www.flashscore.com/football/
BANGLADESH_BFL___ROUND_7,BANGLADESH,BFL - ROUND 7,https://www.flashscore.com/football/
MALAYSIA_SUPER_LEAGUE___ROUND_12,MALAYSIA,SUPER LEAGUE - ROUND 12,https://www.flashscore.com/football/
AZERBAIJAN_PREMIER_LEAGUE___ROUND_16,AZERBAIJAN,PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/football/
ETHIOPIA_PREMIER_LEAGUE___ROUND_10,ETHIOPIA,PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/football/
LEBANON_PREMIER_LEAGUE___ROUND_10,LEBANON,PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/football/
SAUDI_ARABIA_DIVISION_1___ROUND_12,SAUDI ARABIA,DIVISION 1 - ROUND 12,https://www.flashscore.com/football/
ISRAEL_LEUMIT_LEAGUE___ROUND_16,ISRAEL,LEUMIT LEAGUE - ROUND 16,https://www.flashscore.com/football/
KENYA_PREMIER_LEAGUE___ROUND_15,KENYA,PREMIER LEAGUE - ROUND 15,https://www.flashscore.com/football/
BAHRAIN_PREMIER_LEAGUE___ROUND_8,BAHRAIN,PREMIER LEAGUE - ROUND 8,https://www.flashscore.com/football/
MAURITIUS_SUPER_LEAGUE___ROUND_8,MAURITIUS,SUPER LEAGUE - ROUND 8,https://www.flashscore.com/football/
ALBANIA_ABISSNET_SUPERIORE___ROUND_17,ALBANIA,ABISSNET SUPERIORE - ROUND 17,https://www.flashscore.com/football/
BURKINA_FASO_PREMIER_LEAGUE___ROUND_14,BURKINA FASO,PREMIER LEAGUE - ROUND 14,https://www.flashscore.com/football/
BULGARIA_EFBET_LEAGUE___ROUND_6,BULGARIA,EFBET LEAGUE - ROUND 6,https://www.flashscore.com/football/
NIGER_SUPER_LIGUE___ROUND_10,NIGER,SUPER LIGUE - ROUND 10,https://www.flashscore.com/football/
CYPRUS_DIVISION_2___ROUND_13,CYPRUS,DIVISION 2 - ROUND 13,https://www.flashscore.com/football/
CROATIA_HNL___ROUND_18,CROATIA,HNL - ROUND 18,https://www.flashscore.com/football/
TURKEY_SUPER_LIG___ROUND_17,TURKEY,SUPER LIG - ROUND 17,https://www.flashscore.com/football/
TURKEY_1._LIG___ROUND_18,TURKEY,1. LIG - ROUND 18,https://www.flashscore.com/football/
